Code,Name,Geographic Level,City Class,Income Classification,Urban / Rural(based on 2015 POPCEN),POPULATION(2015 POPCEN),Notes,Capital,Old Name
12820000,SAN NICOLAS,Mun,,2nd,,"36,736",,,
12820001,San Francisco (Pob.),Bgy,,,U,"1,599",,,
12820002,San Ildefonso (Pob.),Bgy,,,U,"1,470",,,
12820003,San Agustin,Bgy,,,R,"2,249",,,
12820004,San Baltazar (Pob.),Bgy,,,U,752,,,
12820005,San Bartolome (Pob.),Bgy,,,U,872,,,
12820006,San Cayetano (Pob.),Bgy,,,R,776,,,
12820007,San Eugenio (Pob.),Bgy,,,R,"1,075",,,
12820008,San Fernando (Pob.),Bgy,,,U,"1,086",,,
12820009,San Gregorio (Pob.),Bgy,,,R,"1,718",,,
12820010,San Guillermo,Bgy,,,U,"1,777",,,
12820011,San Jose (Pob.),Bgy,,,R,"1,130",,,
12820012,San Juan Bautista (Pob.),Bgy,,,R,"3,041",,,
12820013,San Lorenzo,Bgy,,,U,"2,277",,,
12820014,San Lucas (Pob.),Bgy,,,U,"1,384",,,
12820015,San Marcos (Payas),Bgy,,,U,"2,675",,,
12820016,San Miguel (Pob.),Bgy,,,U,"1,606",,,
12820017,San Pablo,Bgy,,,R,"1,709",,,
12820018,San Paulo (Pob.),Bgy,,,R,959,,,
12820019,San Pedro (Bingao),Bgy,,,R,"1,815",,,
12820020,San Rufino (Pob.),Bgy,,,R,"1,145",,,
12820021,San Silvestre (Pob.),Bgy,,,R,835,,,
12820022,Santa Asuncion (Samac),Bgy,,,U,881,,,
12820023,Santa Cecilia (Barabar),Bgy,,,R,"1,904",,,
12820024,Santa Monica (Nagrebcan),Bgy,,,R,"2,001",,,
12821000,SARRAT,Mun,,4th,,"25,212",,,
12821001,San Agustin (Pob.),Bgy,,,U,604,,,
12821002,San Andres,Bgy,,,R,"1,479",,,
12821003,San Antonio,Bgy,,,R,"1,188",,,
12821004,San Bernabe,Bgy,,,R,250,,,
12821005,San Cristobal,Bgy,,,R,"1,597",,,
12821006,San Felipe,Bgy,,,R,"1,114",,,
12821007,San Francisco (Pob.),Bgy,,,R,970,,,
12821008,San Isidro,Bgy,,,U,"1,125",,,
12821009,San Joaquin (Pob.),Bgy,,,U,"1,399",,,
12821010,San Jose,Bgy,,,R,"1,542",,,
12821011,San Juan,Bgy,,,R,784,,,
12821012,San Leandro (Pob.),Bgy,,,R,"1,328",,,
12821014,San Lorenzo,Bgy,,,R,964,,,
12821015,San Manuel,Bgy,,,R,814,,,
12821016,San Marcos,Bgy,,,R,"1,377",,,
12821017,San Nicolas,Bgy,,,R,"1,810",,,
12821018,San Pedro,Bgy,,,R,852,,,
12821019,San Roque,Bgy,,,R,981,,,
12821020,San Vicente (Pob.),Bgy,,,R,940,,,
12821021,Santa Barbara (Pob.),Bgy,,,R,604,,,
12821022,Santa Magdalena,Bgy,,,R,803,,,
12821023,Santa Rosa,Bgy,,,R,"1,013",,,
12821024,Santo Santiago,Bgy,,,R,725,,,
12821025,Santo Tomas,Bgy,,,R,949,,,
12822000,SOLSONA,Mun,,3rd,,"24,121",,,
12822001,Aguitap,Bgy,,,R,882,,,
12822002,Bagbag,Bgy,,,R,637,,,
12822003,Bagbago,Bgy,,,R,"1,160",,,
12822004,Barcelona,Bgy,,,R,"1,331",,,
12822005,Bubuos,Bgy,,,R,811,,,
12822006,Capurictan,Bgy,,,R,"1,138",,,
12822007,Catangraran,Bgy,,,R,"1,395",,,
12822008,Darasdas,Bgy,,,R,"1,474",,,
12822009,Juan (Pob.),Bgy,,,U,"2,376",,,
12822010,Laureta (Pob.),Bgy,,,R,"1,438",,,
12822011,Lipay,Bgy,,,R,343,,,
12822012,Maananteng,Bgy,,,R,"1,277",,,
12822013,Manalpac,Bgy,,,R,"2,093",,,
12822014,Mariquet,Bgy,,,R,"1,154",,,
12822015,Nagpatpatan,Bgy,,,R,702,,,
12822016,Nalasin,Bgy,,,R,685,,,
12822017,Puttao,Bgy,,,R,"1,252",,,
12822018,San Juan,Bgy,,,R,550,,,
12822019,San Julian,Bgy,,,R,269,,,
12822020,Santa Ana,Bgy,,,R,"1,208",,,
12822021,Santiago,Bgy,,,R,908,,,
12822022,Talugtog,Bgy,,,R,"1,038",,,
12823000,VINTAR,Mun,,1st,,"32,220",,,
12823001,Abkir,Bgy,,,R,"1,290",,,
12823003,Alsem,Bgy,,,R,508,,,
12823005,Bago,Bgy,,,R,384,,,
12823010,Bulbulala,Bgy,,,R,"1,282",,,
12823011,Cabangaran,Bgy,,,R,607,,,
12823012,Cabayo,Bgy,,,R,556,,,
12823013,Cabisocolan,Bgy,,,R,744,,,
12823014,Canaam,Bgy,,,R,773,,,
12823015,Columbia,Bgy,,,R,764,,,
12823016,Dagupan,Bgy,,,R,616,,,
12823017,Pedro F. Alviar (Diaton),Bgy,,,R,918,,,
12823019,Dipilat,Bgy,,,R,"1,158",,,
12823022,Esperanza,Bgy,,,R,328,,,
12823023,Ester,Bgy,,,R,"1,541",,,
12823024,Isic Isic,Bgy,,,R,"1,796",,,
12823027,Lubnac,Bgy,,,R,"1,668",,,
12823028,Mabanbanag,Bgy,,,R,671,,,
12823030,Alejo Malasig,Bgy,,,R,"1,196",,,
12823031,Manarang,Bgy,,,R,666,,,
12823033,Margaay,Bgy,,,R,808,,,
12823035,Namoroc,Bgy,,,R,799,,,
12823038,Malampa (Peninaan-Malampa),Bgy,,,R,776,,,
12823039,Parparoroc,Bgy,,,R,"1,328",,,
12823040,Parut,Bgy,,,R,"1,310",,,
12823047,Salsalamagui,Bgy,,,R,"1,139",,,
12823049,San Jose (Lipay),Bgy,,,R,835,,,
12823050,San Nicolas (Pob.),Bgy,,,R,"1,115",,,
12823051,San Pedro (Pob.),Bgy,,,R,897,,,
12823052,San Ramon (Pob.),Bgy,,,R,"1,221",,,
12823053,San Roque (Pob.),Bgy,,,R,"1,064",,,
12823054,Santa Maria (Pob.),Bgy,,,R,"1,033",,,
12823056,Tamdagan,Bgy,,,R,"1,346",,,
12823058,Visaya,Bgy,,,R,"1,083",,,
12900000,ILOCOS SUR,Prov,,1st,,"689,668",,,
12901000,ALILEM,Mun,,4th,,"6,695",,,
12901001,Alilem Daya (Pob.),Bgy,,,R,"1,575",,,
12901002,Amilongan,Bgy,,,R,520,,,
12901003,Anaao,Bgy,,,R,772,,,
12901004,Apang,Bgy,,,R,489,,,
12901005,Apaya,Bgy,,,R,531,,,
12901006,Batbato,Bgy,,,R,502,,,
12901010,Daddaay,Bgy,,,R,608,,,
12901011,Dalawa,Bgy,,,R,"1,241",,,
12901013,Kiat,Bgy,,,R,457,,,
12902000,BANAYOYO,Mun,,4th,,"7,748",,,
12902001,Bagbagotot,Bgy,,,R,450,,,
12902002,Banbanaal,Bgy,,,R,629,,,
12902004,Bisangol,Bgy,,,R,206,,,
12902005,Cadanglaan,Bgy,,,R,283,,,
12902006,Casilagan Norte,Bgy,,,R,551,,,
12902007,Casilagan Sur,Bgy,,,R,429,,,
12902008,Elefante,Bgy,,,R,572,,,
12902009,Guardia,Bgy,,,R,512,,,
12902010,Lintic,Bgy,,,R,"1,312",,,
12902011,Lopez,Bgy,,,R,422,,,
12902012,Montero,Bgy,,,R,119,,,
12902013,Naguimba,Bgy,,,R,960,,,
12902014,Pila,Bgy,,,R,201,,,
12902015,Poblacion,Bgy,,,R,"1,102",,,
12903000,BANTAY,Mun,,3rd,,"35,731",,,
12903001,Aggay,Bgy,,,R,733,,,
12903002,An-annam,Bgy,,,R,"1,495",,,
12903003,Balaleng,Bgy,,,U,"2,481",,,
12903004,Banaoang,Bgy,,,R,458,,,
12903005,Bulag,Bgy,,,R,"2,568",,,
12903006,Buquig,Bgy,,,R,939,,,
12903007,Cabalanggan,Bgy,,,R,745,,,
12903008,Cabaroan,Bgy,,,R,819,,,
12903009,Cabusligan,Bgy,,,R,720,,,
12903010,Capangdanan,Bgy,,,R,923,,,
12903011,Guimod,Bgy,,,R,"1,106",,,
12903012,Lingsat,Bgy,,,R,"1,151",,,
12903013,Malingeb,Bgy,,,R,"1,427",,,
12903014,Mira,Bgy,,,R,568,,,
12903015,Naguiddayan,Bgy,,,R,668,,,
12903016,Ora,Bgy,,,R,"2,135",,,
12903017,Paing,Bgy,,,R,"1,542",,,
12903018,Puspus,Bgy,,,R,534,,,
12903019,Quimmarayan,Bgy,,,R,577,,,
12903020,Sagneb,Bgy,,,R,363,,,
12903021,Sagpat,Bgy,,,R,766,,,
12903022,San Mariano (Sallacong),Bgy,,,R,371,,,
12903023,San Isidro,Bgy,,,R,841,,,
12903024,San Julian,Bgy,,,R,961,,,
12903026,Sinabaan,Bgy,,,R,680,,,
12903027,Taguiporo,Bgy,,,R,"1,349",,,
12903028,Taleb,Bgy,,,R,"1,938",,,
12903029,Tay-ac,Bgy,,,R,"2,609",,,
12903030,Barangay 1 (Pob.),Bgy,,,R,595,,,
12903031,Barangay 2 (Pob.),Bgy,,,U,660,,,
12903032,Barangay 3 (Pob.),Bgy,,,R,920,,,
12903033,Barangay 4 (Pob.),Bgy,,,U,970,,,
12903034,Barangay 5 (Pob.),Bgy,,,U,690,,,
12903035,Barangay 6 (Pob.),Bgy,,,U,429,,,
12904000,BURGOS,Mun,,4th,,"12,224",,,
12904001,Ambugat,Bgy,,,R,411,,,
12904002,Balugang,Bgy,,,R,445,,,
12904003,Bangbangar,Bgy,,,R,289,,,
12904005,Bessang,Bgy,,,R,437,,,
12904006,Cabcaburao,Bgy,,,R,501,,,
12904007,Cadacad,Bgy,,,R,386,,,
12904008,Callitong,Bgy,,,R,551,,,
12904009,Dayanki,Bgy,,,R,677,,,
12904010,Lesseb,Bgy,,,R,147,,,
12904011,Lubing,Bgy,,,R,436,,,
12904012,Lucaban,Bgy,,,R,498,,,
12904013,Luna,Bgy,,,R,"1,126",,,
12904014,Macaoayan,Bgy,,,R,467,,,
12904015,Mambug,Bgy,,,R,612,,,
12904016,Manaboc,Bgy,,,R,586,,,
12904017,Mapanit,Bgy,,,R,264,,,
12904018,Poblacion Sur (Masingit),Bgy,,,R,180,,,
12904019,Nagpanaoan,Bgy,,,R,384,,,
12904020,Dirdirig (Dirdirig-Paday),Bgy,,,R,955,,,
12904022,Paduros,Bgy,,,R,688,,,
12904023,Patac,Bgy,,,R,268,,,
12904024,Poblacion Norte (Bato),Bgy,,,R,339,,,
12904026,Sabangan Pinggan,Bgy,,,R,385,,,
12904027,Subadi Norte,Bgy,,,R,410,,,
12904028,Subadi Sur,Bgy,,,R,167,,,
12904029,Taliao,Bgy,,,R,615,,,
12905000,CABUGAO,Mun,,1st,,"37,501",,,
12905001,Alinaay,Bgy,,,R,808,,,
12905002,Aragan,Bgy,,,R,804,,,
12905003,Arnap,Bgy,,,R,"1,242",,,
12905004,Baclig (Pob.),Bgy,,,U,"2,366",,,
12905005,Bato,Bgy,,,R,533,,,
12905006,Bonifacio (Pob.),Bgy,,,R,"1,372",,,
12905007,Bungro,Bgy,,,R,438,,,
12905008,Cacadiran,Bgy,,,R,915,,,
12905009,Caellayan,Bgy,,,R,"1,067",,,
12905010,Carusipan,Bgy,,,R,562,,,
12905011,Catucdaan,Bgy,,,R,943,,,
12905012,Cuancabal,Bgy,,,R,969,,,
12905013,Cuantacla,Bgy,,,R,813,,,
12905014,Daclapan,Bgy,,,R,"2,280",,,
12905015,Dardarat,Bgy,,,R,"1,606",,,
12905016,Lipit,Bgy,,,R,840,,,
12905017,Maradodon,Bgy,,,R,753,,,
12905018,Margaay,Bgy,,,R,832,,,
12905019,Nagsantaan,Bgy,,,R,409,,,
12905020,Nagsincaoan,Bgy,,,R,426,,,
12905021,Namruangan,Bgy,,,R,"1,914",,,
12905022,Pila,Bgy,,,R,752,,,
12905023,Pug-os,Bgy,,,R,"1,917",,,
12905024,Quezon (Pob.),Bgy,,,R,"2,093",,,
12905025,Reppaac,Bgy,,,R,364,,,
12905026,Rizal (Pob.),Bgy,,,R,"1,398",,,
12905027,Sabang,Bgy,,,R,"1,335",,,
12905028,Sagayaden,Bgy,,,R,"1,197",,,
12905029,Salapasap,Bgy,,,R,"1,821",,,
12905030,Salomague,Bgy,,,U,"1,619",,,
12905031,Sisim,Bgy,,,R,732,,,
12905032,Turod,Bgy,,,R,"1,452",,,
12905033,Turod-Patac,Bgy,,,R,929,,,
12906000,CITY OF CANDON,City,CC,4th,,"60,623",,,
12906001,Allangigan Primero,Bgy,,,R,"1,296",,,
12906002,Allangigan Segundo,Bgy,,,R,"1,109",,,
12906003,Amguid,Bgy,,,R,699,,,
12906004,Ayudante,Bgy,,,R,952,,,
12906005,Bagani Camposanto,Bgy,,,R,"2,125",,,
12906006,Bagani Gabor,Bgy,,,R,583,,,
12906007,Bagani Tocgo,Bgy,,,R,610,,,
12906008,Bagani Ubbog,Bgy,,,R,"1,479",,,
12906009,Bagar,Bgy,,,R,"1,327",,,
12906010,Balingaoan,Bgy,,,R,"1,733",,,
12906015,Bugnay,Bgy,,,R,816,,,
12906016,Calaoaan,Bgy,,,R,"2,572",,,
12906017,Calongbuyan,Bgy,,,R,"2,716",,,
12906018,Caterman,Bgy,,,R,"2,497",,,
12906019,Cubcubboot,Bgy,,,R,458,,,
12906020,Darapidap,Bgy,,,R,"3,253",,,
12906022,Langlangca Primero,Bgy,,,R,668,,,
12906023,Langlangca Segundo,Bgy,,,R,"1,230",,,
12906024,Oaig-Daya,Bgy,,,R,"2,119",,,
12906025,Palacapac,Bgy,,,R,810,,,
12906026,Paras,Bgy,,,R,"1,299",,,
12906027,Parioc Primero,Bgy,,,R,"1,314",,,
12906028,Parioc Segundo,Bgy,,,R,"1,580",,,
12906029,Patpata Primero,Bgy,,,R,"1,130",,,
12906030,Patpata Segundo,Bgy,,,R,"1,665",,,
12906031,Paypayad,Bgy,,,R,"2,402",,,
12906032,Salvador Primero,Bgy,,,R,950,,,
12906033,Salvador Segundo,Bgy,,,R,802,,,
12906034,San Agustin,Bgy,,,R,"1,671",,,
12906035,San Andres,Bgy,,,R,773,,,
12906036,San Antonio (Pob.),Bgy,,,U,"1,090",,,
12906037,San Isidro (Pob.),Bgy,,,U,"2,028",,,
12906038,San Jose (Pob.),Bgy,,,U,"2,044",,,
12906039,San Juan (Pob.),Bgy,,,R,865,,,
12906040,San Nicolas,Bgy,,,R,"2,651",,,
12906041,San Pedro,Bgy,,,R,721,,,
12906042,Santo Tomas,Bgy,,,R,724,,,
12906043,Tablac,Bgy,,,R,"3,151",,,
12906044,Talogtog,Bgy,,,R,"1,920",,,
12906045,Tamurong Primero,Bgy,,,R,"1,420",,,
12906046,Tamurong Segundo,Bgy,,,R,924,,,
12906048,Villarica,Bgy,,,R,447,,,
12907000,CAOAYAN,Mun,,4th,,"19,861",,,
12907001,Anonang Mayor,Bgy,,,R,"1,061",,,
12907002,Anonang Menor,Bgy,,,R,876,,,
12907003,Baggoc,Bgy,,,R,749,,,
12907004,Callaguip,Bgy,,,R,994,,,
12907005,Caparacadan,Bgy,,,R,376,,,
12907006,Fuerte,Bgy,,,R,"2,711",,,
12907007,Manangat,Bgy,,,R,"1,038",,,
12907008,Naguilian,Bgy,,,U,"1,432",,,
12907009,Nansuagao,Bgy,,,R,770,,,
12907010,Pandan,Bgy,,,R,"1,291",,,
12907011,Pantay-Quitiquit,Bgy,,,R,422,,,
12907012,Don Dimas Querubin (Pob.),Bgy,,,R,"1,005",,,
12907013,Puro,Bgy,,,R,"1,227",,,
12907014,Pantay Tamurong,Bgy,,,R,"2,020",,,
12907015,Villamar,Bgy,,,R,"1,585",,,
12907016,Don Alejandro Quirolgico (Pob.),Bgy,,,R,"1,268",,,
12907017,Don Lorenzo Querubin (Pob.),Bgy,,,R,"1,036",,,
12908000,CERVANTES,Mun,,4th,,"17,211",,,
12908001,Aluling,Bgy,,,R,"1,286",,,
12908002,Comillas North,Bgy,,,R,"1,870",,,
12908003,Comillas South,Bgy,,,R,"1,834",,,
12908004,Concepcion (Pob.),Bgy,,,U,"1,791",,,
12908005,Dinwede East,Bgy,,,R,564,,,
12908006,Dinwede West,Bgy,,,R,686,,,
12908007,Libang,Bgy,,,R,"1,003",,,
12908010,Pilipil,Bgy,,,R,406,,,
12908013,Remedios,Bgy,,,R,"1,070",,,
12908014,Rosario (Pob.),Bgy,,,R,"2,115",,,
12908015,San Juan,Bgy,,,R,"2,004",,,
12908016,San Luis,Bgy,,,R,900,,,
12908017,Malaya,Bgy,,,R,"1,682",,,
12909000,GALIMUYOD,Mun,,4th,,"10,748",,,
12909001,Abaya,Bgy,,,R,311,,,
12909002,Baracbac,Bgy,,,R,293,,,
12909003,Bidbiday,Bgy,,,R,831,,,
12909004,Bitong,Bgy,,,R,214,,,
12909005,Borobor,Bgy,,,R,279,,,
12909006,Calimugtong,Bgy,,,R,507,,,
12909007,Calongbuyan,Bgy,,,R,639,,,
12909008,Calumbaya,Bgy,,,R,289,,,
12909009,Daldagan,Bgy,,,R,428,,,
12909010,Kilang,Bgy,,,R,205,,,
12909011,Legaspi,Bgy,,,R,355,,,
12909012,Mabayag,Bgy,,,R,357,,,
12909013,Matanubong,Bgy,,,R,206,,,
12909014,Mckinley,Bgy,,,R,572,,,
12909015,Nagsingcaoan,Bgy,,,R,292,,,
12909016,Oaig-Daya,Bgy,,,R,316,,,
12909017,Pagangpang,Bgy,,,R,504,,,
12909018,Patac,Bgy,,,R,"1,433",,,
12909019,Poblacion,Bgy,,,R,536,,,
12909020,Rubio,Bgy,,,R,658,,,
12909021,Sabangan-Bato,Bgy,,,R,524,,,
12909022,Sacaang,Bgy,,,R,403,,,
12909023,San Vicente,Bgy,,,R,253,,,
12909024,Sapang,Bgy,,,R,343,,,
12910000,GREGORIO DEL PILAR (CONCEPCION),Mun,,5th,,"4,875",,,
12910001,Alfonso (Tangaoan),Bgy,,,R,958,,,
12910002,Bussot,Bgy,,,R,529,,,
12910003,Concepcion,Bgy,,,U,825,,,
12910004,Dapdappig,Bgy,,,R,536,,,
12910005,Matue-Butarag,Bgy,,,R,771,,,
12910007,Poblacion Norte,Bgy,,,R,616,,,
12910008,Poblacion Sur,Bgy,,,R,640,,,
12911000,LIDLIDDA,Mun,,5th,,"4,647",,,
12911001,Banucal,Bgy,,,R,705,,,
12911002,Bequi-Walin,Bgy,,,R,550,,,
12911003,Bugui,Bgy,,,R,273,,,
12911004,Calungbuyan,Bgy,,,R,224,,,
12911005,Carcarabasa,Bgy,,,R,401,,,
12911006,Labut,Bgy,,,R,281,,,
12911007,Poblacion Norte,Bgy,,,R,974,,,
12911008,Poblacion Sur,Bgy,,,R,308,,,
12911009,San Vicente,Bgy,,,R,420,,,
12911010,Suysuyan,Bgy,,,R,338,,,
12911011,Tay-ac,Bgy,,,R,173,,,
12912000,MAGSINGAL,Mun,,3rd,,"30,792",,,
12912001,Alangan,Bgy,,,R,844,,,
12912002,Bacar,Bgy,,,R,622,,,
12912006,Barbarit,Bgy,,,R,911,,,
12912007,Bungro,Bgy,,,R,"1,466",,,
12912008,Cabaroan,Bgy,,,R,610,,,
12912010,Cadanglaan,Bgy,,,R,191,,,
12912011,Caraisan,Bgy,,,R,787,,,
12912014,Dacutan,Bgy,,,R,820,,,
12912015,Labut,Bgy,,,R,774,,,
12912017,Maas-asin,Bgy,,,R,747,,,
12912018,Macatcatud,Bgy,,,R,928,,,
12912019,Namalpalan,Bgy,,,R,"1,090",,,
12912020,Manzante,Bgy,,,R,"1,887",,,
12912022,Maratudo,Bgy,,,R,"1,312",,,
12912023,Miramar,Bgy,,,R,"1,408",,,
12912025,Napo,Bgy,,,R,"1,007",,,
12912026,Pagsanaan Norte,Bgy,,,R,563,,,
12912027,Pagsanaan Sur,Bgy,,,R,655,,,
12912028,Panay Norte,Bgy,,,R,"1,367",,,
12912029,Panay Sur,Bgy,,,R,683,,,
12912030,Patong,Bgy,,,R,"1,508",,,
12912031,Puro,Bgy,,,R,"4,535",,,
12912032,San Basilio (Pob.),Bgy,,,R,536,,,
12912033,San Clemente (Pob.),Bgy,,,R,"1,074",,,
12912034,San Julian (Pob.),Bgy,,,R,556,,,
12912035,San Lucas (Pob.),Bgy,,,R,670,,,
12912036,San Ramon (Pob.),Bgy,,,R,935,,,
12912037,San Vicente (Pob.),Bgy,,,R,756,,,
12912038,Santa Monica,Bgy,,,R,792,,,
12912039,Sarsaracat,Bgy,,,R,758,,,
12913000,NAGBUKEL,Mun,,5th,,"5,259",,,
12913001,Balaweg,Bgy,,,R,558,,,
12913002,Bandril,Bgy,,,R,426,,,
12913003,Bantugo,Bgy,,,R,688,,,
12913004,Cadacad,Bgy,,,R,237,,,
12913005,Casilagan,Bgy,,,R,308,,,
12913006,Casocos,Bgy,,,R,187,,,
12913007,Lapting,Bgy,,,R,399,,,
12913008,Mapisi,Bgy,,,R,367,,,
12913009,Mission,Bgy,,,R,385,,,
12913010,Poblacion East,Bgy,,,R,517,,,
12913011,Poblacion West,Bgy,,,R,546,,,
12913012,Taleb,Bgy,,,R,641,,,
12914000,NARVACAN,Mun,,2nd,,"44,006",,,
12914001,Abuor,Bgy,,,R,"1,147",,,
12914002,Ambulogan,Bgy,,,R,"1,407",,,
12914004,Aquib,Bgy,,,R,937,,,
12914005,Banglayan,Bgy,,,R,"1,120",,,
12914006,Bulanos,Bgy,,,R,937,,,
12914007,Cadacad,Bgy,,,R,682,,,
12914008,Cagayungan,Bgy,,,R,"1,198",,,
12914009,Camarao,Bgy,,,R,"1,321",,,
12914010,Casilagan,Bgy,,,R,647,,,
12914011,Codoog,Bgy,,,R,952,,,
12914012,Dasay,Bgy,,,R,"1,254",,,
12914013,Dinalaoan,Bgy,,,R,"1,103",,,
12914014,Estancia,Bgy,,,R,244,,,
12914015,Lanipao,Bgy,,,R,647,,,
12914016,Lungog,Bgy,,,U,"2,152",,,
12914017,Margaay,Bgy,,,R,"2,227",,,
12914018,Marozo,Bgy,,,R,"1,304",,,
12914019,Naguneg,Bgy,,,R,"1,947",,,
12914020,Orence,Bgy,,,R,"1,876",,,
12914021,Pantoc,Bgy,,,R,"1,078",,,
12914022,Paratong,Bgy,,,U,"1,612",,,
12914023,Parparia,Bgy,,,R,"1,241",,,
12914024,Quinarayan,Bgy,,,U,"2,739",,,
12914025,Rivadavia,Bgy,,,R,747,,,
12914026,San Antonio,Bgy,,,R,"1,866",,,
12914027,San Jose (Pob.),Bgy,,,U,"1,393",,,
12914028,San Pablo,Bgy,,,R,"1,228",,,
12914029,San Pedro,Bgy,,,R,"1,947",,,
12914030,Santa Lucia (Pob.),Bgy,,,U,"1,574",,,
12914031,Sarmingan,Bgy,,,R,520,,,
12914032,Sucoc,Bgy,,,R,"1,517",,,
12914033,Sulvec,Bgy,,,R,"2,005",,,
12914034,Turod,Bgy,,,R,619,,,
12914035,Bantay Abot,Bgy,,,R,818,,,
12915000,QUIRINO (ANGKAKI),Mun,,4th,,"8,573",,,
12915001,Banoen,Bgy,,,R,636,,,
12915002,Cayus,Bgy,,,R,721,,,
12915003,Patungcaleo (Lamag),Bgy,,,R,"1,117",,,
12915004,Malideg,Bgy,,,R,782,,,
12915005,Namitpit,Bgy,,,R,"1,266",,,
12915006,Patiacan,Bgy,,,R,953,,,
12915007,Legleg (Pob.),Bgy,,,R,"1,865",,,
12915008,Suagayan,Bgy,,,R,680,,,
12915009,Lamag (Tubtuba),Bgy,,,R,553,,,
12916000,SALCEDO (BAUGEN),Mun,,4th,,"11,288",,,
12916001,Atabay,Bgy,,,R,288,,,
12916002,Calangcuasan,Bgy,,,R,"1,079",,,
12916003,Balidbid,Bgy,,,R,"1,181",,,
12916004,Baluarte,Bgy,,,R,690,,,
12916005,Baybayading,Bgy,,,R,248,,,
12916006,Boguibog,Bgy,,,R,734,,,
12916007,Bulala-Leguey,Bgy,,,R,306,,,
12916008,Kaliwakiw,Bgy,,,R,374,,,
12916010,Culiong,Bgy,,,R,271,,,
12916011,Dinaratan,Bgy,,,R,811,,,
12916012,Kinmarin,Bgy,,,R,382,,,
12916013,Lucbuban,Bgy,,,R,539,,,
12916014,Madarang,Bgy,,,R,303,,,
12916015,Maligcong,Bgy,,,R,323,,,
12916016,Pias,Bgy,,,R,546,,,
12916017,Poblacion Norte,Bgy,,,R,845,,,
12916018,Poblacion Sur,Bgy,,,R,597,,,
12916019,San Gaspar,Bgy,,,R,369,,,
12916020,San Tiburcio,Bgy,,,R,600,,,
12916021,Sorioan,Bgy,,,R,622,,,
12916022,Ubbog,Bgy,,,R,180,,,
12917000,SAN EMILIO,Mun,,4th,,"7,407",,,
12917001,Cabaroan (Pob.),Bgy,,,R,"1,146",,,
12917002,Kalumsing,Bgy,,,R,710,,,
12917003,Lancuas,Bgy,,,R,889,,,
12917004,Matibuey,Bgy,,,R,"1,064",,,
12917005,Paltoc,Bgy,,,R,562,,,
12917006,Sibsibbu,Bgy,,,R,656,,,
12917007,Tiagan,Bgy,,,R,"1,710",,,
12917008,San Miliano,Bgy,,,R,670,,,
12918000,SAN ESTEBAN,Mun,,5th,,"8,349",,,
12918001,Ansad,Bgy,,,U,692,,,
12918002,Apatot,Bgy,,,R,"1,678",,,
12918003,Bateria,Bgy,,,U,512,,,
12918004,Cabaroan,Bgy,,,R,867,,,
12918005,Cappa-cappa,Bgy,,,R,811,,,
12918006,Poblacion,Bgy,,,U,745,,,
12918007,San Nicolas,Bgy,,,R,945,,,
12918008,San Pablo,Bgy,,,R,"1,030",,,
12918009,San Rafael,Bgy,,,U,659,,,
12918010,Villa Quirino,Bgy,,,U,410,,,
12919000,SAN ILDEFONSO,Mun,,5th,,"7,787",,,
12919001,Arnap,Bgy,,,R,218,,,
12919002,Bahet,Bgy,,,R,836,,,
12919003,Belen,Bgy,,,R,140,,,
12919004,Bungro,Bgy,,,R,702,,,
12919006,Busiing Sur,Bgy,,,R,584,,,
12919007,Busiing Norte,Bgy,,,R,824,,,
12919009,Dongalo,Bgy,,,R,347,,,
12919010,Gongogong,Bgy,,,R,336,,,
12919011,Iboy,Bgy,,,R,446,,,
12919013,Otol-Patac,Bgy,,,R,486,,,
12919014,Poblacion East,Bgy,,,R,"1,001",,,
12919015,Poblacion West,Bgy,,,R,559,,,
12919016,Kinamantirisan,Bgy,,,R,276,,,
12919017,Sagneb,Bgy,,,R,336,,,
12919018,Sagsagat,Bgy,,,R,696,,,
12920000,SAN JUAN (LAPOG),Mun,,3rd,,"26,411",,,
12920001,Bacsil,Bgy,,,R,"1,068",,,
12920002,Baliw,Bgy,,,R,859,,,
12920003,Bannuar (Pob.),Bgy,,,R,"1,269",,,
12920004,Barbar,Bgy,,,R,"1,486",,,
12920005,Cabanglotan,Bgy,,,R,966,,,
12920006,Cacandongan,Bgy,,,R,326,,,
12920007,Camanggaan,Bgy,,,R,641,,,
12920008,Camindoroan,Bgy,,,R,816,,,
12920009,Caronoan,Bgy,,,R,673,,,
12920010,Darao,Bgy,,,R,417,,,
12920012,Dardarat,Bgy,,,R,627,,,
12920013,Guimod Norte,Bgy,,,R,376,,,
12920014,Guimod Sur,Bgy,,,R,997,,,
12920015,Immayos Norte,Bgy,,,R,729,,,
12920016,Immayos Sur,Bgy,,,R,237,,,
12920017,Labnig,Bgy,,,R,"1,060",,,
12920018,Lapting,Bgy,,,R,"1,109",,,
12920019,Lira (Pob.),Bgy,,,R,896,,,
12920020,Malamin,Bgy,,,R,656,,,
12920021,Muraya,Bgy,,,R,702,,,
12920022,Nagsabaran,Bgy,,,R,896,,,
12920023,Nagsupotan,Bgy,,,R,"1,319",,,
12920025,Pandayan (Pob.),Bgy,,,R,797,,,
12920027,Refaro,Bgy,,,R,"1,389",,,
12920028,Resurreccion (Pob.),Bgy,,,R,"1,116",,,
12920029,Sabangan,Bgy,,,R,671,,,
12920031,San Isidro,Bgy,,,R,828,,,
12920035,Saoang,Bgy,,,R,845,,,
